date,retentionD1
9/1/2022,7.574065496
9/1/2022,8.600352887
9/1/2022,5.297473582
9/1/2022,21.54014329
9/1/2022,54.83939344
9/1/2022,28.12997403
9/1/2022,9.801534635
9/1/2022,1.649163792
9/1/2022,9.059535243
9/1/2022,3.487339067
9/1/2022,16.05378101
9/1/2022,5.320797636
9/1/2022,0.762760608
9/1/2022,26.68331569
9/1/2022,0.614042864
9/1/2022,17.55958628
9/1/2022,33.46756312
9/1/2022,37.72085903
9/1/2022,13.17021837
9/1/2022,58.19777158
9/1/2022,5.55484454
9/1/2022,55.33173577
9/1/2022,1.569839244
9/1/2022,62.60802577
9/1/2022,0.955853955
9/1/2022,3.14311346
9/1/2022,64.20051487
9/1/2022,15.05061755
9/1/2022,4.688884341
9/1/2022,6.641126772
9/1/2022,0.73286175
9/1/2022,25.20509741
9/1/2022,22.1150804
9/1/2022,34.22222538
9/1/2022,6.969816694
9/1/2022,15.63705364
9/1/2022,15.65199979
9/1/2022,15.74470989
9/1/2022,49.66453825
9/1/2022,53.88895557
9/1/2022,19.99394325
9/1/2022,3.597144004
9/1/2022,0.688637296
9/1/2022,16.18259631
9/1/2022,9.658113239
9/1/2022,23.20821974
9/1/2022,4.235165243
9/1/2022,6.920414616
9/1/2022,17.55958628
9/1/2022,4.64860023
9/1/2022,19.49751286
9/1/2022,2.300143947
9/1/2022,17.98406881
9/1/2022,15.74470989
9/1/2022,19.99394325
9/1/2022,6.641126772
9/1/2022,3.138544837
9/1/2022,0.578462972
9/1/2022,25.36855601
9/1/2022,5.518921851
9/1/2022,15.85418668
9/1/2022,24.24030293
9/1/2022,63.53443415
9/1/2022,6.359063502
9/1/2022,0.894214414
9/1/2022,59.00651912
9/1/2022,7.593800373
9/1/2022,25.36855601
9/1/2022,15.78176798
9/1/2022,12.59489093
9/1/2022,138.4406354
9/1/2022,14.68328404
9/1/2022,29.6391504
9/1/2022,2.393207277
9/1/2022,8.854544116
9/1/2022,11.45706533
9/1/2022,44.34984865
9/1/2022,2.771528838
9/1/2022,138.4406354
9/1/2022,14.79568734
9/1/2022,0.565612736
9/1/2022,0.819993673
9/1/2022,1.320481924
9/1/2022,149.8699317
9/1/2022,10.69342626
9/1/2022,2.056032195
9/1/2022,16.38449487
9/1/2022,5.320797636
9/1/2022,0.762760608
9/1/2022,4.880454469
9/1/2022,2.500806112
9/1/2022,6.641126772
9/1/2022,16.39752197
9/1/2022,27.38205733
9/1/2022,16.49894358
9/1/2022,0.894214414
9/1/2022,8.49131816
9/1/2022,7.524567446
9/1/2022,8.49131816
9/1/2022,107.1702139
9/1/2022,0.776787962
9/1/2022,13.16799303
9/1/2022,30.77874997
9/1/2022,16.98616543
9/1/2022,18.32586679
9/1/2022,4.053641035
9/1/2022,15.85418668
9/1/2022,0.98916612
9/1/2022,7.897440936
9/1/2022,14.97242657
9/1/2022,14.79568734
9/1/2022,21.54014329
9/1/2022,140.315538
9/1/2022,23.15214083
9/1/2022,7.869272379
9/1/2022,16.05860041
9/1/2022,7.26578419
9/1/2022,2.67943512
9/1/2022,1.786419266
9/1/2022,9.342352278
9/1/2022,35.69895417
9/1/2022,3.027127761
9/1/2022,6.101042706
9/1/2022,0.869903157
9/1/2022,46.18368382
9/1/2022,16.89350557
9/1/2022,9.059535243
9/1/2022,10.3172332
9/1/2022,22.19960249
9/1/2022,61.90803167
9/1/2022,7.524567446
9/1/2022,5.297473582
9/1/2022,32.0146593
9/1/2022,14.16164105
9/1/2022,4.473687577
9/1/2022,54.64411152
9/1/2022,1.697593919
9/1/2022,1.268985702
9/1/2022,1.057213678
9/1/2022,2.627652113
9/1/2022,23.20821974
9/1/2022,5.192692359
9/1/2022,36.36450381
9/1/2022,0.565718893
9/1/2022,20.8589053
9/1/2022,35.22893579
9/1/2022,0.792910258
9/1/2022,16.18259631
9/1/2022,16.87296297
9/1/2022,9.294887283
9/1/2022,66.74871065
9/1/2022,8.302652596
9/1/2022,15.74470989
9/1/2022,1.405932792
9/1/2022,9.247197891
9/1/2022,12.11072558
9/1/2022,2.711397863
9/1/2022,19.99394325
9/1/2022,6.101042706
9/1/2022,143.5824313
9/1/2022,15.05061755
9/1/2022,26.23860181
9/1/2022,3.043390449
9/1/2022,32.53392071
9/1/2022,1.989116056
9/1/2022,8.854544116
9/1/2022,5.918070496
9/1/2022,51.68138949
9/1/2022,0.65342018
9/1/2022,6.968255323
9/1/2022,37.38253648
9/1/2022,7.773385817
9/1/2022,5.996261482
9/1/2022,23.20821974
9/1/2022,3.591542364
9/1/2022,9.342352278
9/1/2022,5.114501372
9/1/2022,4.64860023
9/1/2022,14.66344923
9/1/2022,46.08488691
9/1/2022,5.297473582
9/1/2022,40.8544514
9/1/2022,14.94461814
9/1/2022,15.44382214
9/1/2022,1.139426782
9/1/2022,21.82450044
9/1/2022,4.25411194
9/1/2022,0.649161658
9/1/2022,0.894214414
9/1/2022,2.829453576
9/1/2022,2.053284864
9/1/2022,0.536883965
9/1/2022,27.62636049
9/1/2022,4.035142307
9/1/2022,3.794929584
9/1/2022,0.614042864
9/1/2022,17.31316698
9/1/2022,14.34265066
9/1/2022,8.600352887
9/1/2022,25.09963865
9/1/2022,1.097971725
9/1/2022,1.459549019
9/1/2022,3.794929584
9/1/2022,5.297473582
9/1/2022,0.83557964
9/1/2022,2.056032195
9/1/2022,34.22222538
9/1/2022,28.12997403
9/1/2022,22.7873991
9/1/2022,32.0146593
9/1/2022,16.34911649
9/1/2022,48.6796915
9/1/2022,18.32586679
9/1/2022,4.313948802
9/1/2022,8.600352887
9/1/2022,15.74470989
9/1/2022,3.591542364
9/1/2022,3.447710503
9/1/2022,3.407813764
9/1/2022,41.93445046
9/1/2022,61.41204807
9/1/2022,23.20821974
9/1/2022,17.97208994
9/1/2022,18.32586679
9/1/2022,3.779026044
9/1/2022,4.517228513
9/1/2022,23.20821974
9/1/2022,92.48987436
9/1/2022,3.381754569
9/1/2022,1.235003016
9/1/2022,24.24030293
9/1/2022,6.825260228
9/1/2022,34.19883849
9/1/2022,20.44408295
9/1/2022,9.807393514
9/1/2022,24.48476523
9/1/2022,5.297473582
9/1/2022,2.584208093
9/1/2022,23.91565218
9/1/2022,2.420094424
9/1/2022,18.32586679
9/1/2022,0.688187402
9/1/2022,1.049036742
9/1/2022,0.800369044
9/1/2022,1.597407222
9/1/2022,3.850160875
9/1/2022,1.264028488
9/1/2022,6.969816694
9/1/2022,14.60920061
9/1/2022,7.53421498
9/1/2022,11.4167969
9/1/2022,47.71894682
9/1/2022,51.96065153
9/1/2022,64.20051487
9/1/2022,15.74470989
9/1/2022,15.05061755
9/1/2022,6.768519272
9/1/2022,5.604224865
9/1/2022,31.26901266
9/1/2022,6.359063502
9/1/2022,5.684023592
9/1/2022,243.2690857
9/1/2022,0.869903157
9/1/2022,0.762760608
9/1/2022,0.557751801
9/1/2022,0.580286204
9/1/2022,0.829166555
9/1/2022,5.918070496
9/1/2022,2.076322104
9/1/2022,59.12643365
9/1/2022,13.70870882
9/1/2022,0.45433591
9/1/2022,5.192692359
9/1/2022,49.3517743
9/1/2022,61.58554673
9/1/2022,4.627279516
9/1/2022,20.52744348
9/1/2022,14.00883613
9/1/2022,17.55958628
9/1/2022,17.19761371
9/1/2022,7.331481279
9/1/2022,1.095491356
9/1/2022,42.52926331
9/1/2022,4.053641035
9/1/2022,24.77604266
9/1/2022,2.599197662
9/1/2022,11.9442054
9/1/2022,7.593800373
9/1/2022,22.43721196
9/1/2022,4.688884341
9/1/2022,101.8778767
9/1/2022,5.34342622
9/1/2022,20.10778206
9/1/2022,1.119894405
9/1/2022,16.87296297
9/1/2022,4.880454469
9/1/2022,4.235165243
9/1/2022,19.56237547
9/1/2022,24.97197009
9/1/2022,11.76907421
9/1/2022,0.307092373
9/1/2022,58.69375518
9/1/2022,92.48987436
9/1/2022,1.070335947
9/1/2022,103.3231396
9/1/2022,0.393757789
9/1/2022,23.15214083
9/1/2022,2.179707532
9/1/2022,8.761097391
9/1/2022,108.3322782
9/1/2022,14.68436893
9/1/2022,9.342352278
9/1/2022,4.189417874
9/1/2022,4.441934753
9/1/2022,5.145042509
9/1/2022,15.74470989
9/1/2022,19.26205441
9/1/2022,2.845219343
9/1/2022,3.618371109
9/1/2022,16.89350557
9/1/2022,2.850569286
9/1/2022,2.584208093
9/1/2022,27.12992868
9/1/2022,4.235165243
9/1/2022,5.684023592
9/1/2022,9.658113239
9/1/2022,12.82126398
9/1/2022,5.518921851
9/1/2022,2.922572213
9/1/2022,28.09714604
9/1/2022,17.73123839
9/1/2022,7.66171469
9/1/2022,1.812679842
9/1/2022,3.486310118
9/1/2022,62.22079562
9/1/2022,0.975113181
9/1/2022,3.794929584
9/1/2022,0.964130354
9/1/2022,4.880454469
9/1/2022,11.42788961
9/1/2022,30.39381266
9/1/2022,5.684023592
9/1/2022,27.21553715
9/1/2022,19.18409339
9/1/2022,3.138544837
9/1/2022,18.12191453
9/1/2022,0.880108393
9/1/2022,0.723929666
9/1/2022,15.10794265
9/1/2022,5.996261482
9/1/2022,1.351504341
9/1/2022,8.600352887
9/1/2022,33.36644266
9/1/2022,1.143921483
9/1/2022,6.969816694
9/1/2022,0.294469366
9/1/2022,4.189417874
9/1/2022,64.20051487
9/1/2022,4.25411194
9/1/2022,19.99394325
9/1/2022,0.792910258
9/1/2022,2.949783743
9/1/2022,2.213488934
9/1/2022,15.69537445
9/1/2022,9.342352278
9/1/2022,27.21553715
9/1/2022,2.1347903
9/1/2022,9.342352278
9/1/2022,0.973450306
9/1/2022,16.05860041
9/1/2022,2.967252776
9/1/2022,3.982752397
9/1/2022,5.604224865
9/1/2022,2.584208093
9/1/2022,1.000461304
9/1/2022,22.7873991
9/1/2022,27.45457942
9/1/2022,3.68223692
9/1/2022,25.6037993
9/1/2022,115.0753874
9/1/2022,0.800369044
9/1/2022,3.982752397
9/1/2022,21.54014329
9/1/2022,16.05235892
9/1/2022,13.83080026
9/1/2022,0.909165176
9/1/2022,17.28826825
9/1/2022,10.96233908
9/1/2022,5.145042509
9/1/2022,0.565718893
9/1/2022,2.548810703
9/1/2022,5.995837546
9/1/2022,62.08153033
9/1/2022,2.967252776
9/1/2022,0.8952639
9/1/2022,3.248013481
9/1/2022,0.507103236
9/1/2022,6.101042706
9/1/2022,14.60920061
9/1/2022,1.319909404
9/1/2022,19.57481835
9/1/2022,9.807393514
9/1/2022,32.0146593
9/1/2022,2.568107372
9/1/2022,4.512823392
9/1/2022,1.766961205
9/1/2022,1.911613596
9/1/2022,21.73073843
9/1/2022,15.05061755
9/1/2022,0.835557626
9/1/2022,22.63183715
9/1/2022,6.730645856
9/1/2022,4.880454469
9/1/2022,16.98616543
9/1/2022,2.208489934
9/1/2022,7.288310313
9/1/2022,8.135050403
9/1/2022,6.101042706
9/1/2022,2.180660097
9/1/2022,2.583649404
9/1/2022,2.967252776
9/1/2022,1.437884154
9/1/2022,35.22893579
9/1/2022,18.32586679
9/1/2022,16.39752197
9/1/2022,0.833691001
9/1/2022,4.441934753
9/1/2022,3.970080002
9/1/2022,0.459345946
9/1/2022,0.679637364
9/1/2022,37.43650187
9/1/2022,0.840412886
9/1/2022,5.297473582
9/1/2022,1.070335947
9/1/2022,17.19761371
9/1/2022,5.297473582
9/1/2022,5.145042509
9/1/2022,16.62293948
9/1/2022,8.600352887
9/1/2022,11.45706533
9/1/2022,0.708510997
9/1/2022,3.717660719
9/1/2022,30.03310334
9/1/2022,6.641126772
9/1/2022,21.76180357
9/1/2022,2.03818378
9/1/2022,53.27541121
9/1/2022,69.45599656
9/1/2022,6.969816694
9/1/2022,25.72663234
9/1/2022,17.31316698
9/1/2022,47.82168981
9/1/2022,17.15268561
9/1/2022,2.120995109
9/1/2022,48.6796915
9/1/2022,19.99394325
9/1/2022,2.570928068
9/1/2022,105.0100033
9/1/2022,4.95022249
9/1/2022,15.81937035
9/1/2022,6.530222635
9/1/2022,16.79228465
9/1/2022,21.699237
9/1/2022,0.565718893
9/1/2022,15.40736176
9/1/2022,18.95898638
9/1/2022,51.96065153
9/1/2022,67.41479136
9/1/2022,5.604224865
9/1/2022,7.093871812
9/1/2022,0.926715561
9/1/2022,12.75097392
9/1/2022,5.297473582
9/1/2022,23.20821974
9/1/2022,7.26578419
9/1/2022,26.05897303
9/1/2022,24.97197009
9/1/2022,4.751275416
9/1/2022,2.336794818
9/1/2022,0.792910258
9/1/2022,0.708510997
9/1/2022,4.627279516
9/1/2022,3.449216128
9/1/2022,1.070335947
9/1/2022,14.08147696
9/1/2022,2.967252776
9/1/2022,3.06057274
9/1/2022,21.699237
9/1/2022,5.192692359
9/1/2022,8.600352887
9/1/2022,3.982752397
9/1/2022,0.672755286
9/1/2022,0.580286204
9/1/2022,15.05061755
9/1/2022,6.277900817
9/1/2022,3.794929584
9/1/2022,49.80794458
9/1/2022,67.41479136
9/1/2022,0.843762968
9/1/2022,4.25411194
9/1/2022,2.679362481
9/1/2022,47.89887048
9/1/2022,2.584208093
9/1/2022,6.79940667
9/1/2022,0.63514685
9/1/2022,5.995837546
9/1/2022,17.56915253
9/1/2022,10.69342626
9/1/2022,11.42788961
9/1/2022,22.7873991
9/1/2022,0.56629749
9/1/2022,0.832137016
9/1/2022,30.39381266
9/1/2022,23.20821974
9/1/2022,34.19883849
9/1/2022,0.56629749
9/1/2022,66.25272705
9/1/2022,55.2670652
9/1/2022,2.144805835
9/1/2022,0.775460102
9/1/2022,6.641126772
9/1/2022,2.597192304
9/1/2022,14.89084173
9/1/2022,7.193287055
9/1/2022,2.584208093
9/1/2022,7.093871812
9/1/2022,9.014854679
9/1/2022,98.24830024
9/1/2022,27.17953617
9/1/2022,15.55637532
9/1/2022,0.393757789
9/1/2022,8.854544116
9/1/2022,3.426192884
9/1/2022,15.78176798
9/1/2022,0.63514685
9/1/2022,25.72663234
9/1/2022,2.771528838
9/1/2022,46.18368382
9/1/2022,28.18624658
9/1/2022,0.669561004
9/1/2022,33.46756312
9/1/2022,48.63384799
9/1/2022,56.74486776
9/1/2022,2.513353293
9/1/2022,34.22222538
9/1/2022,132.8308806
9/1/2022,17.19761371
9/1/2022,28.12997403
9/1/2022,34.22222538
9/1/2022,4.64860023
9/1/2022,2.202891638
9/1/2022,64.79982322
9/1/2022,100.4249729
9/1/2022,0.5280043
9/1/2022,2.680411451
9/1/2022,4.512823392
9/1/2022,2.18616488
9/1/2022,66.74871065
9/1/2022,0.744518213
9/1/2022,0.576434428
9/1/2022,17.15268561
9/1/2022,6.969816694
9/1/2022,34.81934648
9/1/2022,5.059739495
9/1/2022,4.522364163
9/1/2022,0.941903547
9/1/2022,3.138544837
9/1/2022,0.634328207
9/1/2022,7.093871812
9/1/2022,9.342352278
9/1/2022,14.89084173
9/1/2022,5.297473582
9/1/2022,3.248013481
9/1/2022,3.900519696
9/1/2022,20.13155915
9/1/2022,0.903786887
9/1/2022,8.253430117
9/1/2022,16.02613826
9/1/2022,1.932752223
9/1/2022,72.58221504
9/1/2022,28.06766055
9/1/2022,32.0146593
9/1/2022,13.66322145
9/1/2022,4.398368263
9/1/2022,12.87388003
9/1/2022,0.614042864
9/1/2022,6.101042706
9/1/2022,7.26578419
9/1/2022,8.973472567
9/1/2022,5.518921851
9/1/2022,3.027127761
9/1/2022,4.189417874
9/1/2022,0.964130354
9/1/2022,13.77122666
9/1/2022,0.680514482
9/1/2022,14.50880056
9/1/2022,31.34425053
9/1/2022,4.990505472
9/1/2022,2.891400293
9/1/2022,8.49131816
9/1/2022,149.5855745
9/1/2022,16.98616543
9/1/2022,1.470940788
9/1/2022,26.68331569
9/1/2022,9.059535243
9/1/2022,17.55958628
9/1/2022,4.235165243
9/1/2022,2.869721349
9/1/2022,19.99394325
9/1/2022,6.69477861
9/1/2022,14.94461814
9/1/2022,8.302652596
9/1/2022,27.17953617
9/1/2022,109.0873609
9/1/2022,6.101042706
9/1/2022,14.84843067
9/1/2022,4.189417874
9/1/2022,26.0016756
9/1/2022,16.18259631
9/1/2022,30.78776559
9/1/2022,2.001818779
9/1/2022,0.953450759
9/1/2022,11.84490873
9/1/2022,2.606194113
9/1/2022,8.932850117
9/1/2022,1.869025822
9/1/2022,14.20632162
9/1/2022,1.002695568
9/1/2022,6.79940667
9/1/2022,6.101042706
9/1/2022,64.20051487
9/1/2022,46.9022235
9/1/2022,19.61179846
9/1/2022,23.03218629
9/1/2022,29.89759219
9/1/2022,21.06041055
9/1/2022,53.13429331
9/1/2022,4.517228513
9/1/2022,162.000874
9/1/2022,0.829741535
9/1/2022,4.522364163
9/1/2022,22.57169826
9/1/2022,0.645249118
9/1/2022,25.36855601
9/1/2022,16.89350557
9/1/2022,27.45457942
9/1/2022,102.3738603
9/1/2022,6.359063502
9/1/2022,6.969816694
9/1/2022,19.78849014
9/1/2022,4.880454469
9/1/2022,3.027127761
9/1/2022,4.517228513
9/1/2022,2.729752881
9/1/2022,11.4167969
9/1/2022,0.5280043
9/1/2022,16.87296297
9/1/2022,3.486310118
9/1/2022,7.162632625
9/1/2022,4.522364163
9/1/2022,19.56237547
9/1/2022,8.854544116
9/1/2022,12.84556763
9/1/2022,8.600352887
9/1/2022,0.880108393
9/1/2022,19.26205441
9/1/2022,14.89084173
9/1/2022,26.42487391
9/1/2022,0.696708742
9/1/2022,16.34911649
9/1/2022,4.688884341
9/1/2022,3.486310118
9/1/2022,7.26578419
9/1/2022,19.99394325
9/1/2022,5.325933286
9/1/2022,7.773385817
9/1/2022,19.99394325
9/1/2022,0.791299368
9/1/2022,134.0023114
9/1/2022,131.2449085
9/1/2022,7.093871812
9/1/2022,0.833691001
9/1/2022,0.880108393
9/1/2022,2.31268795
9/1/2022,0.720788811
9/1/2022,17.55958628
9/1/2022,8.600352887
9/1/2022,2.384748108
9/1/2022,5.684023592
9/1/2022,0.683638058
9/1/2022,1.095491356
9/1/2022,7.897440936
9/1/2022,5.320797636
9/1/2022,15.77599569
9/1/2022,19.71029915
9/1/2022,64.79982322
9/1/2022,9.658113239
9/1/2022,2.261122089
9/1/2022,0.800369044
9/1/2022,6.101042706
9/1/2022,0.698256467
9/1/2022,0.73286175
9/1/2022,2.991594046
9/1/2022,0.791299368
9/1/2022,1.830034378
9/1/2022,16.34911649
9/1/2022,22.7873991
9/1/2022,0.725790738
9/1/2022,25.36855601
9/1/2022,1.090998212
9/1/2022,15.74470989
9/1/2022,0.565718893
9/1/2022,0.829166555
9/1/2022,11.5280113
9/1/2022,4.189417874
9/1/2022,152.0992997
9/1/2022,0.609235731
9/1/2022,0.434954767
9/1/2022,6.101042706
9/1/2022,20.08723946
9/1/2022,1.235003016
9/1/2022,2.967252776
9/1/2022,5.325933286
9/1/2022,4.101157068
9/1/2022,1.285530259
9/1/2022,14.97242657
9/1/2022,0.880007167
9/1/2022,0.964130354
9/1/2022,4.64860023
9/1/2022,2.967252776
9/1/2022,3.794929584
9/1/2022,19.26205441
9/1/2022,2.57163233
9/1/2022,3.027127761
9/1/2022,16.89350557
9/1/2022,2.163174745
9/1/2022,17.31316698
9/1/2022,3.982752397
9/1/2022,4.64860023
9/1/2022,5.059739495
